prodid,brand,name,size,currentprice,fullprice,salespercentage,rawdescription
2158651,Pattu,Toor Dhall,1kg,4.95,0,0,PATTU TOOR DHAL 1KG
2158695,Pattu,Whole Black Urid,1kg,5.5,0,0,PATTU URID WHOLE BLACK 1KG
2158731,Pattu,Chilli Crush,200g,3.95,0,0,PATTU CHILLI CRUSH 200G
2158797,Pattu,Black Lentils,1kg,3.5,0,0,PATTU BLACK LENTILS 1KG
2158800,Pattu,Channa Dhall,1kg,3.65,0,0,PATTU CHANNA DHAL 1KG
2158811,Pattu,Chick Peas Kabuli 9mm,1kg,4.6,0,0,PATTU CHICK PEAS KABULI 1KG
2158822,Pattu,Chick Peas Tyson,1kg,3.0,0,0,PATTU CHICK PEAS TYSON 1KG
218526,Saxa,Cooking Salt,1kg,2.6,0,0,SAXA COOKING SALT 1KG
2191453,Coles,Sliced Green Beans,410g,1.8,0,0,COLES SLICED GREEN BEANS 410G
2194225,MTR,Instant Rava Idli Mix,500g,3.9,0,0,MTR INSTANT RAVA IDLI MIX 500G
2194258,MTR,Chana Masala Medium,300g,3.5,0,0,MTR CHANA MASALA 300G
2194269,MTR,Dal Fry Mild,300g,3.5,0,0,MTR DAL FRY
2194270,MTR,Dal Makhani Mild,300g,3.5,0,0,MTR DAL MAKHANI 300G
219959,Foster Clarks,Quick Custard Powder Mix,80g,2.6,0,0,FOSTER CLARK'S QUICK CUSTARD POWDER MIX 80G
220426,San Remo,Macaroni  No 38,500g,2.95,0,0,SAN REMO PASTA:MACARONI NO 38:.:500GRAM
2212484,Capilano,Twist & Squeeze Pure Honey,220g,4.7,0,0,CAPILANO PURE HONEY TWIST & SQUEEZE
2222262,Bega,Almond Spread Crunchy,325g,6.9,0,0,BEGA ALMOND SPREAD CRUNCHY:.:325 GRAM
2233779,Protea,Maize Meal,1kg,3.55,0,0,PROTEA MIELIE MEAL 1KG
2235661,Britannia,Punjabi Cookies,620g,7.8,0,0,BRITANNIA PUNJABI COOKIES
2235796,Good Day,Pista & Almond Biscuits,231g,3.75,0,0,GOOD DAY PISTA AND ALMOND BISCUITS 231G
2236030,Madura,Organic Green Tea Leaf,150g,7.7,0,0,MADURA ORGANIC GREEN TEA LEAF 150G
2236041,Madura,Organics Black Tea Leaf,150g,7.7,0,0,MADURA ORGANIC BLACK TEA LEAF 150G
2236187,Always Fresh,Cucumbers Bread & Butter,700g,4.6,0,0,ALWAYS FRESH BREAD AND BUTTER CUCUMBER
2236370,MTR,Badam Drink 180ml,6 pack,12.0,0,0,MTR BADAM DRINK 6X180ML
2236788,Twinings,English Breakfast Extra Strong Tea Bags 80 pack,200g,13.5,0,0,TWININGS ENGLISH BREAKFAST EXTRA STRONG 80PK
2244491,Jarrah,Salted Caramel Latte Instant Coffee,250g,8.5,0,0,JARRAH SALTED CARAMEL LATTE INSTANT COFFEE 250G
2245563,Twinings,Lemon & Ginger Infusions Tea Bags 80 Pack,120g,13.5,0,0,TWININGS INFUSIONS LEMON & GINGER 80 PACK
224959,Promite,Spread,290g,5.3,0,0,PROMITE SPREAD 290G
2255487,Betty Crocker,Bake Smart Gluten Free Chocolate Fudge Brownie Mix,450g,8.0,0,0,BETTY CROCKER BAKE SMART GLUTEN FREE CHOCOLATE FUDGE BROWNIE MIX 450G
2256253,Coles,Reduced Calorie Sweetener Tablets,300 pack,3.0,0,0,COLES REDUCED CALORIE SWEETENER TABLETS
2258340,Coles,Creamy Pumpkin Soup Pouch,430g,3.0,0,0,COLES CREAMY PUMPKIN POUCH SOUP:CREAMY PUMPKIN:.:430 GRAM
2258419,Coles,Chicken Corn Pouch Soup,430g,3.0,0,0,COLES CHICKEN CORN POUCH SOUP:CHICKEN CORN:.:430 GRAM
2258420,Coles,Beef & Vegetable Pouch Soup,430g,3.0,0,0,COLES BEEF VEGETABLE POUCH SOUP:BEEF & VEGETABLE:.:430 GRAM
2261060,Coles I'm Free From,Gluten Free Brown Rice Noodle Cups Chicken,70g,2.1,0,0,COLES I'M FREE FROM GLUTEN FREE BROWN RICE NOODLE CUPS:CHICKEN:.:70 GRAM
2262336,Coles,Urban Coffee Culture Organic Ground,250g,8.5,0,0,COLES URBAN COFFEE CULTURE ORGANIC GROUND 250G
2269175,Moccona,Espresso Style Bold & Intense Instant Coffee,400g,37.5,0,0,MOCCONA CLASSIC FREEZE DRIED ESPRESSO 400G
2275666,Coles,Bi Carbonate Soda,500g,2.45,0,0,COLES BI CARBONATE SODA
2276501,Red Tractor,Paleo Protein Mix,300g,8.9,0,0,RED TRACTOR PALEO PROTEIN MIX:.:300G
2279893,Vittoria,Espressotoria Italian Blend Coffee Capsules 12 Pack,78g,11.0,0,0,ESPRESSOTORIA VITTORIA CAPSULES ITALIAN 12 PK
2286516,Continental,Cup A Soup Pepper Steak & Mushroom With Croutons Serves 2,52g,2.8,0,0,CONTINENTAL CUP A SOUP:PEPPER STEAK &:.:52 GRAM
2286822,Continental,Cup A Soup Tasty Tomato,54g,2.8,0,0,CONTINENTAL CUP A SOUP:TASTY TOMATO:.:54 GRAM
2289015,Heinz,Soup Of The Day 7 Veg With Herbs Vegetable Soup,430g,4.5,0,0,HEINZ SOUP OF THE DAY 7 VEG WITH HERBS VEGETABLE SOUP 430G
2289321,BC,Snacks White Chocolate Salted Caramel High Protein Bar,40g,4.0,0,0,BC SNACKS WHITE CHOCOLATE SALTED CARAMEL HIGH PROTEIN BAR 40G
2292315,McKenzie's,Dried Black Beans,375g,2.6,0,0,MCKENZIES BLACK BEANS 375G
2297046,Equal,Spoonful Sweetener Jar,113g,6.0,0,0,EQUAL JAR 113G
2303386,Amy's Kitchen,Organic Lentil Soup,411g,4.4,0,0,AMY'S KITCHEN ORGANIC LENTIL SOUP 411G
2303400,Amy's Kitchen,Organic Lentil & Vegetable Soup Canned,411g,4.4,0,0,AMYS KITCHEN ORGANIC SOUP:LENTIL VEG:.:411 GRAM
2303411,Amy's Kitchen,Organic Tomato Soup Canned,411g,4.4,0,0,AMYS KITCHEN ORGANIC SOUP:TOMATO:.:411 GRAM
